"0","1"
"0","2"
"0","5"
"0","4"
"1","2"
"1","5"
"1","3"
"2","4"
"2","3"
"5","3"
"5","4"
"4","3"
"6","4.0"
"6","7"
"6","10"
"6","9"
"4.0","7"
"4.0","10"
"4.0","8"
"7","9"
"7","8"
"10","8"
"10","9"
"9","8"
"11","9.0"
"11","12"
"11","15"
"11","14"
"9.0","12"
"9.0","15"
"9.0","13"
"12","14"
"12","13"
"15","13"
"15","14"
"14","13"
"16","14.0"
"16","17"
"16","20"
"16","19"
"14.0","17"
"14.0","20"
"14.0","18"
"17","19"
"17","18"
"20","18"
"20","19"
"19","18"
"21","19.0"
"21","22"
"21","25"
"21","24"
"19.0","22"
"19.0","25"
"19.0","23"
"22","24"
"22","23"
"25","23"
"25","24"
"24","23"
"26","24.0"
"26","27"
"26","30"
"26","29"
"24.0","27"
"24.0","30"
"24.0","28"
"27","29"
"27","28"
"30","28"
"30","29"
"29","28"
"3.0","31"
"3.0","32"
"3.0","35"
"3.0","34"
"31","32"
"31","35"
"31","33"
"32","34"
"32","33"
"35","33"
"35","34"
"34","33"
"8.0","34.0"
"8.0","36"
"8.0","39"
"8.0","38"
"34.0","36"
"34.0","39"
"34.0","37"
"36","38"
"36","37"
"39","37"
"39","38"
"38","37"
"13.0","38.0"
"13.0","40"
"13.0","43"
"13.0","42"
"38.0","40"
"38.0","43"
"38.0","41"
"40","42"
"40","41"
"43","41"
"43","42"
"42","41"
"18.0","42.0"
"18.0","44"
"18.0","47"
"18.0","46"
"42.0","44"
"42.0","47"
"42.0","45"
"44","46"
"44","45"
"47","45"
"47","46"
"46","45"
"23.0","46.0"
"23.0","48"
"23.0","51"
"23.0","50"
"46.0","48"
"46.0","51"
"46.0","49"
"48","50"
"48","49"
"51","49"
"51","50"
"50","49"
"28.0","50.0"
"28.0","52"
"28.0","55"
"28.0","54"
"50.0","52"
"50.0","55"
"50.0","53"
"52","54"
"52","53"
"55","53"
"55","54"
"54","53"
"33.0","56"
"33.0","57"
"33.0","60"
"33.0","59"
"56","57"
"56","60"
"56","58"
"57","59"
"57","58"
"60","58"
"60","59"
"59","58"
"37.0","59.0"
"37.0","61"
"37.0","64"
"37.0","63"
"59.0","61"
"59.0","64"
"59.0","62"
"61","63"
"61","62"
"64","62"
"64","63"
"63","62"
"41.0","63.0"
"41.0","65"
"41.0","68"
"41.0","67"
"63.0","65"
"63.0","68"
"63.0","66"
"65","67"
"65","66"
"68","66"
"68","67"
"67","66"
"45.0","67.0"
"45.0","69"
"45.0","72"
"45.0","71"
"67.0","69"
"67.0","72"
"67.0","70"
"69","71"
"69","70"
"72","70"
"72","71"
"71","70"
"49.0","71.0"
"49.0","73"
"49.0","76"
"49.0","75"
"71.0","73"
"71.0","76"
"71.0","74"
"73","75"
"73","74"
"76","74"
"76","75"
"75","74"
"53.0","75.0"
"53.0","77"
"53.0","80"
"53.0","79"
"75.0","77"
"75.0","80"
"75.0","78"
"77","79"
"77","78"
"80","78"
"80","79"
"79","78"
"58.0","81"
"58.0","82"
"58.0","85"
"58.0","84"
"81","82"
"81","85"
"81","83"
"82","84"
"82","83"
"85","83"
"85","84"
"84","83"
"62.0","84.0"
"62.0","86"
"62.0","89"
"62.0","88"
"84.0","86"
"84.0","89"
"84.0","87"
"86","88"
"86","87"
"89","87"
"89","88"
"88","87"
"66.0","88.0"
"66.0","90"
"66.0","93"
"66.0","92"
"88.0","90"
"88.0","93"
"88.0","91"
"90","92"
"90","91"
"93","91"
"93","92"
"92","91"
"70.0","92.0"
"70.0","94"
"70.0","97"
"70.0","96"
"92.0","94"
"92.0","97"
"92.0","95"
"94","96"
"94","95"
"97","95"
"97","96"
"96","95"
"74.0","96.0"
"74.0","98"
"74.0","101"
"74.0","100"
"96.0","98"
"96.0","101"
"96.0","99"
"98","100"
"98","99"
"101","99"
"101","100"
"100","99"
"78.0","100.0"
"78.0","102"
"78.0","105"
"78.0","104"
"100.0","102"
"100.0","105"
"100.0","103"
"102","104"
"102","103"
"105","103"
"105","104"
"104","103"
"83.0","106"
"83.0","107"
"83.0","110"
"83.0","109"
"106","107"
"106","110"
"106","108"
"107","109"
"107","108"
"110","108"
"110","109"
"109","108"
"87.0","109.0"
"87.0","111"
"87.0","114"
"87.0","113"
"109.0","111"
"109.0","114"
"109.0","112"
"111","113"
"111","112"
"114","112"
"114","113"
"113","112"
"91.0","113.0"
"91.0","115"
"91.0","118"
"91.0","117"
"113.0","115"
"113.0","118"
"113.0","116"
"115","117"
"115","116"
"118","116"
"118","117"
"117","116"
"95.0","117.0"
"95.0","119"
"95.0","122"
"95.0","121"
"117.0","119"
"117.0","122"
"117.0","120"
"119","121"
"119","120"
"122","120"
"122","121"
"121","120"
"99.0","121.0"
"99.0","123"
"99.0","126"
"99.0","125"
"121.0","123"
"121.0","126"
"121.0","124"
"123","125"
"123","124"
"126","124"
"126","125"
"125","124"
"103.0","125.0"
"103.0","127"
"103.0","130"
"103.0","129"
"125.0","127"
"125.0","130"
"125.0","128"
"127","129"
"127","128"
"130","128"
"130","129"
"129","128"
"108.0","131"
"108.0","132"
"108.0","135"
"108.0","134"
"131","132"
"131","135"
"131","133"
"132","134"
"132","133"
"135","133"
"135","134"
"134","133"
"112.0","134.0"
"112.0","136"
"112.0","139"
"112.0","138"
"134.0","136"
"134.0","139"
"134.0","137"
"136","138"
"136","137"
"139","137"
"139","138"
"138","137"
"116.0","138.0"
"116.0","140"
"116.0","143"
"116.0","142"
"138.0","140"
"138.0","143"
"138.0","141"
"140","142"
"140","141"
"143","141"
"143","142"
"142","141"
"120.0","142.0"
"120.0","144"
"120.0","147"
"120.0","146"
"142.0","144"
"142.0","147"
"142.0","145"
"144","146"
"144","145"
"147","145"
"147","146"
"146","145"
"124.0","146.0"
"124.0","148"
"124.0","151"
"124.0","150"
"146.0","148"
"146.0","151"
"146.0","149"
"148","150"
"148","149"
"151","149"
"151","150"
"150","149"
"128.0","150.0"
"128.0","152"
"128.0","155"
"128.0","154"
"150.0","152"
"150.0","155"
"150.0","153"
"152","154"
"152","153"
"155","153"
"155","154"
"154","153"
