"0.0","0.0381","0.0381"
"0.0381","0.0","0.0381"
"0.0381","0.0381","0.0"
"0.0762","0.0381","0.0381"
"0.0381","0.0762","0.0381"
"0.0381","0.0381","0.0762"
"0.0","0.11430000000000001","0.0381"
"0.0381","0.11430000000000001","0.0"
"0.0762","0.11430000000000001","0.0381"
"0.0381","0.1524","0.0381"
"0.0381","0.11430000000000001","0.0762"
"0.11430000000000001","0.0","0.0381"
"0.11430000000000001","0.0381","0.0"
"0.1524","0.0381","0.0381"
"0.11430000000000001","0.0762","0.0381"
"0.11430000000000001","0.0381","0.0762"
"0.11430000000000001","0.11430000000000001","0.0"
"0.1524","0.11430000000000001","0.0381"
"0.11430000000000001","0.1524","0.0381"
"0.11430000000000001","0.11430000000000001","0.0762"
