"0","1"
"0","2"
"0","5"
"0","4"
"1","2"
"1","5"
"1","3"
"2","4"
"2","3"
"5","3"
"5","4"
"4","3"
"6","4.0"
"6","7"
"6","10"
"6","9"
"4.0","7"
"4.0","10"
"4.0","8"
"7","9"
"7","8"
"10","8"
"10","9"
"9","8"
"11","9.0"
"11","12"
"11","15"
"11","14"
"9.0","12"
"9.0","15"
"9.0","13"
"12","14"
"12","13"
"15","13"
"15","14"
"14","13"
"16","14.0"
"16","17"
"16","20"
"16","19"
"14.0","17"
"14.0","20"
"14.0","18"
"17","19"
"17","18"
"20","18"
"20","19"
"19","18"
"3.0","21"
"3.0","22"
"3.0","25"
"3.0","24"
"21","22"
"21","25"
"21","23"
"22","24"
"22","23"
"25","23"
"25","24"
"24","23"
"8.0","24.0"
"8.0","26"
"8.0","29"
"8.0","28"
"24.0","26"
"24.0","29"
"24.0","27"
"26","28"
"26","27"
"29","27"
"29","28"
"28","27"
"13.0","28.0"
"13.0","30"
"13.0","33"
"13.0","32"
"28.0","30"
"28.0","33"
"28.0","31"
"30","32"
"30","31"
"33","31"
"33","32"
"32","31"
"18.0","32.0"
"18.0","34"
"18.0","37"
"18.0","36"
"32.0","34"
"32.0","37"
"32.0","35"
"34","36"
"34","35"
"37","35"
"37","36"
"36","35"
"23.0","38"
"23.0","39"
"23.0","42"
"23.0","41"
"38","39"
"38","42"
"38","40"
"39","41"
"39","40"
"42","40"
"42","41"
"41","40"
"27.0","41.0"
"27.0","43"
"27.0","46"
"27.0","45"
"41.0","43"
"41.0","46"
"41.0","44"
"43","45"
"43","44"
"46","44"
"46","45"
"45","44"
"31.0","45.0"
"31.0","47"
"31.0","50"
"31.0","49"
"45.0","47"
"45.0","50"
"45.0","48"
"47","49"
"47","48"
"50","48"
"50","49"
"49","48"
"35.0","49.0"
"35.0","51"
"35.0","54"
"35.0","53"
"49.0","51"
"49.0","54"
"49.0","52"
"51","53"
"51","52"
"54","52"
"54","53"
"53","52"
"40.0","55"
"40.0","56"
"40.0","59"
"40.0","58"
"55","56"
"55","59"
"55","57"
"56","58"
"56","57"
"59","57"
"59","58"
"58","57"
"44.0","58.0"
"44.0","60"
"44.0","63"
"44.0","62"
"58.0","60"
"58.0","63"
"58.0","61"
"60","62"
"60","61"
"63","61"
"63","62"
"62","61"
"48.0","62.0"
"48.0","64"
"48.0","67"
"48.0","66"
"62.0","64"
"62.0","67"
"62.0","65"
"64","66"
"64","65"
"67","65"
"67","66"
"66","65"
"52.0","66.0"
"52.0","68"
"52.0","71"
"52.0","70"
"66.0","68"
"66.0","71"
"66.0","69"
"68","70"
"68","69"
"71","69"
"71","70"
"70","69"
