"0","1"
"0","2"
"0","5"
"0","4"
"1","2"
"1","5"
"1","3"
"2","4"
"2","3"
"5","3"
"5","4"
"4","3"
"6","4.0"
"6","7"
"6","10"
"6","9"
"4.0","7"
"4.0","10"
"4.0","8"
"7","9"
"7","8"
"10","8"
"10","9"
"9","8"
"3.0","11"
"3.0","12"
"3.0","15"
"3.0","14"
"11","12"
"11","15"
"11","13"
"12","14"
"12","13"
"15","13"
"15","14"
"14","13"
"8.0","14.0"
"8.0","16"
"8.0","19"
"8.0","18"
"14.0","16"
"14.0","19"
"14.0","17"
"16","18"
"16","17"
"19","17"
"19","18"
"18","17"
