"0","1"
"0","2"
"0","5"
"0","4"
"1","2"
"1","5"
"1","3"
"2","4"
"2","3"
"5","3"
"5","4"
"4","3"
"6","4.0"
"6","7"
"6","10"
"6","9"
"4.0","7"
"4.0","10"
"4.0","8"
"7","9"
"7","8"
"10","8"
"10","9"
"9","8"
"11","9.0"
"11","12"
"11","15"
"11","14"
"9.0","12"
"9.0","15"
"9.0","13"
"12","14"
"12","13"
"15","13"
"15","14"
"14","13"
"16","14.0"
"16","17"
"16","20"
"16","19"
"14.0","17"
"14.0","20"
"14.0","18"
"17","19"
"17","18"
"20","18"
"20","19"
"19","18"
"21","19.0"
"21","22"
"21","25"
"21","24"
"19.0","22"
"19.0","25"
"19.0","23"
"22","24"
"22","23"
"25","23"
"25","24"
"24","23"
"3.0","26"
"3.0","27"
"3.0","30"
"3.0","29"
"26","27"
"26","30"
"26","28"
"27","29"
"27","28"
"30","28"
"30","29"
"29","28"
"8.0","29.0"
"8.0","31"
"8.0","34"
"8.0","33"
"29.0","31"
"29.0","34"
"29.0","32"
"31","33"
"31","32"
"34","32"
"34","33"
"33","32"
"13.0","33.0"
"13.0","35"
"13.0","38"
"13.0","37"
"33.0","35"
"33.0","38"
"33.0","36"
"35","37"
"35","36"
"38","36"
"38","37"
"37","36"
"18.0","37.0"
"18.0","39"
"18.0","42"
"18.0","41"
"37.0","39"
"37.0","42"
"37.0","40"
"39","41"
"39","40"
"42","40"
"42","41"
"41","40"
"23.0","41.0"
"23.0","43"
"23.0","46"
"23.0","45"
"41.0","43"
"41.0","46"
"41.0","44"
"43","45"
"43","44"
"46","44"
"46","45"
"45","44"
"28.0","47"
"28.0","48"
"28.0","51"
"28.0","50"
"47","48"
"47","51"
"47","49"
"48","50"
"48","49"
"51","49"
"51","50"
"50","49"
"32.0","50.0"
"32.0","52"
"32.0","55"
"32.0","54"
"50.0","52"
"50.0","55"
"50.0","53"
"52","54"
"52","53"
"55","53"
"55","54"
"54","53"
"36.0","54.0"
"36.0","56"
"36.0","59"
"36.0","58"
"54.0","56"
"54.0","59"
"54.0","57"
"56","58"
"56","57"
"59","57"
"59","58"
"58","57"
"40.0","58.0"
"40.0","60"
"40.0","63"
"40.0","62"
"58.0","60"
"58.0","63"
"58.0","61"
"60","62"
"60","61"
"63","61"
"63","62"
"62","61"
"44.0","62.0"
"44.0","64"
"44.0","67"
"44.0","66"
"62.0","64"
"62.0","67"
"62.0","65"
"64","66"
"64","65"
"67","65"
"67","66"
"66","65"
"49.0","68"
"49.0","69"
"49.0","72"
"49.0","71"
"68","69"
"68","72"
"68","70"
"69","71"
"69","70"
"72","70"
"72","71"
"71","70"
"53.0","71.0"
"53.0","73"
"53.0","76"
"53.0","75"
"71.0","73"
"71.0","76"
"71.0","74"
"73","75"
"73","74"
"76","74"
"76","75"
"75","74"
"57.0","75.0"
"57.0","77"
"57.0","80"
"57.0","79"
"75.0","77"
"75.0","80"
"75.0","78"
"77","79"
"77","78"
"80","78"
"80","79"
"79","78"
"61.0","79.0"
"61.0","81"
"61.0","84"
"61.0","83"
"79.0","81"
"79.0","84"
"79.0","82"
"81","83"
"81","82"
"84","82"
"84","83"
"83","82"
"65.0","83.0"
"65.0","85"
"65.0","88"
"65.0","87"
"83.0","85"
"83.0","88"
"83.0","86"
"85","87"
"85","86"
"88","86"
"88","87"
"87","86"
"70.0","89"
"70.0","90"
"70.0","93"
"70.0","92"
"89","90"
"89","93"
"89","91"
"90","92"
"90","91"
"93","91"
"93","92"
"92","91"
"74.0","92.0"
"74.0","94"
"74.0","97"
"74.0","96"
"92.0","94"
"92.0","97"
"92.0","95"
"94","96"
"94","95"
"97","95"
"97","96"
"96","95"
"78.0","96.0"
"78.0","98"
"78.0","101"
"78.0","100"
"96.0","98"
"96.0","101"
"96.0","99"
"98","100"
"98","99"
"101","99"
"101","100"
"100","99"
"82.0","100.0"
"82.0","102"
"82.0","105"
"82.0","104"
"100.0","102"
"100.0","105"
"100.0","103"
"102","104"
"102","103"
"105","103"
"105","104"
"104","103"
"86.0","104.0"
"86.0","106"
"86.0","109"
"86.0","108"
"104.0","106"
"104.0","109"
"104.0","107"
"106","108"
"106","107"
"109","107"
"109","108"
"108","107"
