8.00,6.00,6.00,288.00,10.67954
8.00,6.00,7.00,336.00,14.97458
8.00,6.00,8.00,384.00,20.49106
8.00,6.00,9.00,432.00,27.07449
8.00,7.00,2.00,112.00,3.67966
8.00,7.00,3.00,168.00,4.79088
8.00,7.00,4.00,224.00,6.50223
8.00,7.00,5.00,280.00,9.54611
8.00,7.00,6.00,336.00,14.08460
8.00,7.00,7.00,392.00,20.17989
8.00,7.00,8.00,448.00,28.59599
8.00,7.00,9.00,504.00,38.82527
8.00,8.00,2.00,128.00,4.00354
8.00,8.00,3.00,192.00,5.45426
8.00,8.00,4.00,256.00,8.25422
8.00,8.00,5.00,320.00,12.20912
8.00,8.00,6.00,384.00,18.67901
8.00,8.00,7.00,448.00,27.53151
8.00,8.00,8.00,512.00,40.25080
8.00,8.00,9.00,576.00,54.26047
8.00,9.00,2.00,144.00,4.22130
8.00,9.00,3.00,216.00,6.14442
8.00,9.00,4.00,288.00,9.40055
8.00,9.00,5.00,360.00,15.01914
8.00,9.00,6.00,432.00,23.66359
8.00,9.00,7.00,504.00,36.26524
8.00,9.00,8.00,576.00,52.24391
8.00,9.00,9.00,648.00,72.68343
9.00,2.00,2.00,36.00,3.54906
9.00,2.00,3.00,54.00,3.58250
9.00,2.00,4.00,72.00,3.80881
9.00,2.00,5.00,90.00,4.07160
9.00,2.00,6.00,108.00,4.29882
9.00,2.00,7.00,126.00,4.61944
9.00,2.00,8.00,144.00,5.18837
9.00,2.00,9.00,162.00,5.71566
9.00,3.00,2.00,54.00,3.54363
9.00,3.00,3.00,81.00,3.79733
9.00,3.00,4.00,108.00,4.19347
9.00,3.00,5.00,135.00,4.74102
9.00,3.00,6.00,162.00,5.59349
9.00,3.00,7.00,189.00,6.39355
9.00,3.00,8.00,216.00,7.55937
9.00,3.00,9.00,243.00,9.08220
9.00,4.00,2.00,72.00,3.87587
9.00,4.00,3.00,108.00,4.01630
9.00,4.00,4.00,144.00,4.75914
9.00,4.00,5.00,180.00,5.72418
9.00,4.00,6.00,216.00,7.06695
9.00,4.00,7.00,252.00,9.09514
9.00,4.00,8.00,288.00,11.08503
9.00,4.00,9.00,324.00,13.95244
9.00,5.00,2.00,90.00,3.90412
9.00,5.00,3.00,135.00,4.50489
9.00,5.00,4.00,180.00,5.62297
9.00,5.00,5.00,225.00,7.15681
9.00,5.00,6.00,270.00,9.48325
9.00,5.00,7.00,315.00,12.73575
9.00,5.00,8.00,360.00,16.48983
9.00,5.00,9.00,405.00,21.31759
9.00,6.00,2.00,108.00,4.16414
9.00,6.00,3.00,162.00,4.94485
9.00,6.00,4.00,216.00,6.54853
9.00,6.00,5.00,270.00,8.87955
9.00,6.00,6.00,324.00,12.49026
9.00,6.00,7.00,378.00,17.57686
9.00,6.00,8.00,432.00,23.74346
9.00,6.00,9.00,486.00,31.75491
9.00,7.00,2.00,126.00,4.41258
9.00,7.00,3.00,189.00,5.53277
9.00,7.00,4.00,252.00,7.90260
9.00,7.00,5.00,315.00,11.58276
9.00,7.00,6.00,378.00,16.74234
9.00,7.00,7.00,441.00,23.77285
9.00,7.00,8.00,504.00,33.41585
9.00,7.00,9.00,567.00,45.41390
9.00,8.00,2.00,144.00,4.63561
9.00,8.00,3.00,216.00,6.35831
9.00,8.00,4.00,288.00,9.37071
9.00,8.00,5.00,360.00,14.27720
9.00,8.00,6.00,432.00,21.60631
9.00,8.00,7.00,504.00,32.55084
9.00,8.00,8.00,576.00,46.06502
9.00,8.00,9.00,648.00,63.07239
9.00,9.00,2.00,162.00,4.92852
9.00,9.00,3.00,243.00,7.25159
9.00,9.00,4.00,324.00,11.26912
9.00,9.00,5.00,405.00,17.94386
9.00,9.00,6.00,486.00,28.12961
9.00,9.00,7.00,567.00,42.24391
9.00,9.00,8.00,648.00,61.19770
9.00,9.00,9.00,729.00,4.20413
